output_id	question_id	listNum	otherLang	itemName	cond	expt	prompt	bestguess	minimum	maximum
7	23	0	no	laundry	FILLER	FILLER	Peter is a man from the US. How many loads of laundry do you think Peter washed last month?	6	0	20
7	24	0	no	books	FILLER	FILLER	Nathalie is a woman from the US. How many books do you think Nathalie read last year?	10	0	100
7	25	0	no	speculation4	a	fillers	Amtrak operates trains in the US. How many minutes late was yesterday's 8:30 Amtrak train from NYC to Boston?	2	0	60
7	26	0	no	cook	FILLER	FILLER	Tony is a man from the US. How many meals do you think Tony cooked at home last month?	30	0	90
7	27	0	no	hair	FILLER	FILLER	Betty is a woman from the US. How many times do you think Betty washed her hair last month?	20	0	60
7	28	0	no	date	FILLER	FILLER	Trey and Tina are a couple from the US. How many times do you think Trey and Tina hired a babysitter last year?	250	0	365
7	29	0	no	concert	FILLER	FILLER	Zach is a man from the US. How many concerts do you think Zach went to last year?	5	0	20
7	10	0	no	correct3	b	fillers	My best friend always reminds me to take a break since there aren't infinite hours in the day. How many are there?	24	24	24
7	31	0	no	coffee	FILLER	FILLER	Andy is a man from the US. How many cups of coffee do you think Andy drinks per day?	2	0	10
7	32	0	no	keys	FILLER	FILLER	Brendan is a man from the US. How many keys do you think are on Brendan's key chain?	3	1	20
7	33	0	no	workout	FILLER	FILLER	Jennifer is a woman from the US. How many times do you think Jennifer worked out last month?	20	0	30
7	34	0	no	dishwasher	FILLER	FILLER	Lily is a woman from the US. How many times do you think Lily ran her dishwasher last month?	10	0	30
7	35	0	no	takeout	FILLER	FILLER	Ralph is a man from the US. How many times do you think Ralph ordered take-out last month?	10	0	30
7	36	0	no	candy	FILLER	FILLER	Scott is a 12-year-old from the US. How many candy bars do you think Scott ate last month?	10	0	30
7	37	0	no	class	FILLER	FILLER	Erin is a first grade student in primary school. How many children do you think there are in Erin's class?	15	10	20
7	38	0	no	speculation3	b	fillers	Gina discovered a new band on the internet called 'This will destroy you'. How many albums will she buy?	1	0	5
7	39	0	no	cards	FILLER	FILLER	Wanda is a woman from the US. How many cards do you think Wanda has in her wallet?	5	0	15
7	40	0	no	beer	FILLER	FILLER	John is a man from the the US. How many beers do you think John drank last month?	15	0	60
7	41	0	no	burger	FILLER	FILLER	Joseph is a man from the US. How many burgers do you think Joseph ate last month?	5	0	30
7	42	0	no	football	FILLER	FILLER	Kyle is a teenager from the US. How many times do you think Kyle had football practice last month?	15	0	30
7	43	0	no	correct4	a	fillers	Everyone eventually has to face challenges and stand on their own feet.  How many feet does a person have?	2	2	2
8	1	1	no	hair	FILLER	FILLER	Betty is a woman from the US. How many times do you think Betty washed her hair last month?	10	6	16
8	2	1	no	date	FILLER	FILLER	Trey and Tina are a couple from the US. How many times do you think Trey and Tina hired a babysitter last year?	15	6	24
8	3	1	no	football	FILLER	FILLER	Kyle is a teenager from the US. How many times do you think Kyle had football practice last month?	8	4	16
8	4	1	no	correct1	a	fillers	No one knows exactly when the Roman alphabet was first invented. How many letters are in the modern alphabet?	26	26	26
8	5	1	no	burger	FILLER	FILLER	Joseph is a man from the US. How many burgers do you think Joseph ate last month?	4	2	10
8	6	1	no	vacuum	FILLER	FILLER	Patricia is a woman from the US. How many times do you think Patricia vacuumed last month?	6	3	10
8	7	1	no	candy	FILLER	FILLER	Scott is a 12-year-old from the US. How many candy bars do you think Scott ate last month?	8	4	15
8	8	1	no	books	FILLER	FILLER	Nathalie is a woman from the US. How many books do you think Nathalie read last year?	5	1	24
8	9	1	no	class	FILLER	FILLER	Erin is a first grade student in primary school. How many children do you think there are in Erin's class?	15	10	30
8	10	1	no	speculation2	b	fillers	Mr Grongitts went to a boring barbecue party again last weekend. Mr Grongitts was very bored. How many days til he attends another one?	30	10	60
8	11	1	no	coffee	FILLER	FILLER	Andy is a man from the US. How many cups of coffee do you think Andy drinks per day?	2	1	4
8	12	1	no	phone	FILLER	FILLER	Jill is a woman from the US. How many hours do you think Jill spent on her phone last week?	2	1	4
8	13	1	no	keys	FILLER	FILLER	Brendan is a man from the US. How many keys do you think are on Brendan's key chain?	3	1	6
8	14	1	no	dog	FILLER	FILLER	Hugh is a man from the US. How often do you think he walked his dog last week?	5	3	7
8	15	1	no	colleagues	FILLER	FILLER	Linda is a woman from the US. How many colleagues do you think Linda has?	5	3	20
8	16	1	no	concert	FILLER	FILLER	Zach is a man from the US. How many concerts do you think Zach went to last year?	2	1	4
8	17	1	no	restaurants	FILLER	FILLER	Sarah is a woman from the US. How many restaurants do you think Sarah went to last year?	15	5	36
8	18	1	no	speculation1	a	fillers	Corey and Charlotte are professional tuba players. They were guessing that the tuba is how hold?	4	1	9
8	19	1	no	cook	FILLER	FILLER	Tony is a man from the US. How many meals do you think Tony cooked at home last month?	15	7	30
8	20	1	no	orderonline	FILLER	FILLER	Robert is a man from the US. How many times do you think Robert ordered something online last year?	8	5	20
8	21	1	no	wine	FILLER	FILLER	Gilly is a woman from the US. How many glasses of wine do you think Gilly drank last month?	1	0	4
8	22	1	no	cousin	FILLER	FILLER	Jess is a woman from the US. How many cousins do you think Jess has?	4	2	12
8	23	1	no	birthday	FILLER	FILLER	Samantha is a 14-year-old girl from the US. How many birthday parties do you think Samantha attended last year?	4	1	10
8	27	1	no	correct2	b	fillers	Johnny and his brother are looking forward to the holidays. How many days are in Johnny's favorite Christmas carol is 'The ... days of Christmas'?	12	12	12
8	25	1	no	calls	FILLER	FILLER	Lisa is a woman from the US. How many phone calls do you think Lisa made last week?	14	7	40
8	26	1	no	chairs	FILLER	FILLER	Rob and Wendy are a couple from the US. How many chairs do you think Rob and Wendy own?	10	4	20
8	24	1	no	correct3	a	fillers	My best friend always reminds me to take a break since there aren't infinite hours in the day. How many are there?	24	24	24
8	28	1	no	laundry	FILLER	FILLER	Peter is a man from the US. How many loads of laundry do you think Peter washed last month?	4	2	12
8	29	1	no	shoes	FILLER	FILLER	Melanie is a woman from the US. How many pairs of shoes do you think Melanie owns?	5	2	15
8	30	1	no	takeout	FILLER	FILLER	Ralph is a man from the US. How many times do you think Ralph ordered take-out last month?	4	2	12
8	31	1	no	speculation4	b	fillers	Amtrak operates trains in the US. How many minutes late was yesterday's 8:30 Amtrak train from NYC to Boston?	8	5	30
8	32	1	no	plane	FILLER	FILLER	Gary is a man from the US. How many flights do you think Gary was on last year?	2	1	8
8	33	1	no	workout	FILLER	FILLER	Jennifer is a woman from the US. How many times do you think Jennifer worked out last month?	8	4	15
8	34	1	no	beer	FILLER	FILLER	John is a man from the the US. How many beers do you think John drank last month?	24	12	48
8	35	1	no	friends	FILLER	FILLER	Lelia is a woman from the US. How many friends do you think Lelia has?	10	4	25
8	36	1	no	correct4	b	fillers	Everyone eventually has to face challenges and stand on their own feet.  How many feet does a person have?	2	2	2
8	37	1	no	car	FILLER	FILLER	Jeff is a man from the US. How many hours do you think Jeff spent in a car last week?	10	3	14
8	38	1	no	tshirts	FILLER	FILLER	Liam is a man from the US. How many T-shirts do you think Liam has?	10	4	30
8	39	1	no	movie	FILLER	FILLER	Nick is a man from the US. How many movies do you think Nick saw last year?	20	12	36
8	40	1	no	plants	FILLER	FILLER	Pauline is a woman from the US. How many house plants do you think Pauline has?	6	2	15
8	41	1	no	dishwasher	FILLER	FILLER	Lily is a woman from the US. How many times do you think Lily ran her dishwasher last month?	8	4	15
8	42	1	no	cards	FILLER	FILLER	Wanda is a woman from the US. How many cards do you think Wanda has in her wallet?	5	2	11
8	43	1	no	speculation3	a	fillers	Gina discovered a new band on the internet called 'This will destroy you'. How many albums will she buy?	1	0	2
9	1	0	no	cards	FILLER	FILLER	Wanda is a woman from the US. How many cards do you think Wanda has in her wallet?	3	2	5
9	2	0	no	beer	FILLER	FILLER	John is a man from the the US. How many beers do you think John drank last month?	4	3	6
9	20	0	no	correct1	b	fillers	No one knows exactly when the Roman alphabet was first invented. How many letters are in the modern alphabet?	26	26	26
9	4	0	no	orderonline	FILLER	FILLER	Robert is a man from the US. How many times do you think Robert ordered something online last year?	10	5	15
9	5	0	no	hair	FILLER	FILLER	Betty is a woman from the US. How many times do you think Betty washed her hair last month?	20	15	30
9	6	0	no	cousin	FILLER	FILLER	Jess is a woman from the US. How many cousins do you think Jess has?	4	3	6
9	7	0	no	wine	FILLER	FILLER	Gilly is a woman from the US. How many glasses of wine do you think Gilly drank last month?	2	1	4
9	8	0	no	concert	FILLER	FILLER	Zach is a man from the US. How many concerts do you think Zach went to last year?	2	1	3
9	9	0	no	takeout	FILLER	FILLER	Ralph is a man from the US. How many times do you think Ralph ordered take-out last month?	4	3	6
9	37	0	no	correct2	a	fillers	Johnny and his brother are looking forward to the holidays. How many days are in Johnny's favorite Christmas carol is 'The ... days of Christmas'?	12	12	12
9	11	0	no	keys	FILLER	FILLER	Brendan is a man from the US. How many keys do you think are on Brendan's key chain?	5	4	7
9	12	0	no	colleagues	FILLER	FILLER	Linda is a woman from the US. How many colleagues do you think Linda has?	15	10	20
9	13	0	no	plants	FILLER	FILLER	Pauline is a woman from the US. How many house plants do you think Pauline has?	5	3	7
9	14	0	no	speculation1	b	fillers	Corey and Charlotte are professional tuba players. They were guessing that the tuba is how hold?	10	5	15
9	15	0	no	car	FILLER	FILLER	Jeff is a man from the US. How many hours do you think Jeff spent in a car last week?	5	3	7
9	16	0	no	phone	FILLER	FILLER	Jill is a woman from the US. How many hours do you think Jill spent on her phone last week?	5	3	7
9	17	0	no	books	FILLER	FILLER	Nathalie is a woman from the US. How many books do you think Nathalie read last year?	4	3	6
9	18	0	no	date	FILLER	FILLER	Trey and Tina are a couple from the US. How many times do you think Trey and Tina hired a babysitter last year?	10	5	15
9	19	0	no	friends	FILLER	FILLER	Lelia is a woman from the US. How many friends do you think Lelia has?	10	5	15
9	10	0	no	correct3	b	fillers	My best friend always reminds me to take a break since there aren't infinite hours in the day. How many are there?	24	24	24
9	21	0	no	dishwasher	FILLER	FILLER	Lily is a woman from the US. How many times do you think Lily ran her dishwasher last month?	15	10	20
9	22	0	no	class	FILLER	FILLER	Erin is a first grade student in primary school. How many children do you think there are in Erin's class?	30	20	40
9	23	0	no	speculation3	b	fillers	Gina discovered a new band on the internet called 'This will destroy you'. How many albums will she buy?	2	1	3
9	24	0	no	candy	FILLER	FILLER	Scott is a 12-year-old from the US. How many candy bars do you think Scott ate last month?	2	1	4
9	25	0	no	coffee	FILLER	FILLER	Andy is a man from the US. How many cups of coffee do you think Andy drinks per day?	2	1	3
9	26	0	no	vacuum	FILLER	FILLER	Patricia is a woman from the US. How many times do you think Patricia vacuumed last month?	4	3	6
9	27	0	no	burger	FILLER	FILLER	Joseph is a man from the US. How many burgers do you think Joseph ate last month?	4	2	6
9	28	0	no	speculation2	a	fillers	Mr Grongitts went to a boring barbecue party again last weekend. Mr Grongitts was very bored. How many days til he attends another one?	30	25	50
9	29	0	no	cook	FILLER	FILLER	Tony is a man from the US. How many meals do you think Tony cooked at home last month?	10	5	15
9	30	0	no	workout	FILLER	FILLER	Jennifer is a woman from the US. How many times do you think Jennifer worked out last month?	10	5	15
9	31	0	no	chairs	FILLER	FILLER	Rob and Wendy are a couple from the US. How many chairs do you think Rob and Wendy own?	6	4	7
9	32	0	no	dog	FILLER	FILLER	Hugh is a man from the US. How often do you think he walked his dog last week?	7	3	14
9	33	0	no	movie	FILLER	FILLER	Nick is a man from the US. How many movies do you think Nick saw last year?	10	5	15
9	34	0	no	tshirts	FILLER	FILLER	Liam is a man from the US. How many T-shirts do you think Liam has?	15	10	20
9	35	0	no	birthday	FILLER	FILLER	Samantha is a 14-year-old girl from the US. How many birthday parties do you think Samantha attended last year?	5	3	7
9	36	0	no	restaurants	FILLER	FILLER	Sarah is a woman from the US. How many restaurants do you think Sarah went to last year?	10	5	15
9	3	0	no	correct4	a	fillers	Everyone eventually has to face challenges and stand on their own feet.  How many feet does a person have?	2	2	2
9	38	0	no	plane	FILLER	FILLER	Gary is a man from the US. How many flights do you think Gary was on last year?	2	1	4
9	39	0	no	shoes	FILLER	FILLER	Melanie is a woman from the US. How many pairs of shoes do you think Melanie owns?	10	5	15
9	40	0	no	laundry	FILLER	FILLER	Peter is a man from the US. How many loads of laundry do you think Peter washed last month?	4	2	6
9	41	0	no	football	FILLER	FILLER	Kyle is a teenager from the US. How many times do you think Kyle had football practice last month?	8	4	12
9	42	0	no	calls	FILLER	FILLER	Lisa is a woman from the US. How many phone calls do you think Lisa made last week?	20	15	35
9	43	0	no	speculation4	a	fillers	Amtrak operates trains in the US. How many minutes late was yesterday's 8:30 Amtrak train from NYC to Boston?	5	1	10
10	1	1	no	burger	FILLER	FILLER	Joseph is a man from the US. How many burgers do you think Joseph ate last month?	3	0	5
10	2	1	no	vacuum	FILLER	FILLER	Patricia is a woman from the US. How many times do you think Patricia vacuumed last month?	3	0	5
10	3	1	no	keys	FILLER	FILLER	Brendan is a man from the US. How many keys do you think are on Brendan's key chain?	3	0	10
10	4	1	no	speculation2	b	fillers	Mr Grongitts went to a boring barbecue party again last weekend. Mr Grongitts was very bored. How many days til he attends another one?	5	0	10
10	5	1	no	candy	FILLER	FILLER	Scott is a 12-year-old from the US. How many candy bars do you think Scott ate last month?	2	0	5
10	6	1	no	cards	FILLER	FILLER	Wanda is a woman from the US. How many cards do you think Wanda has in her wallet?	2	0	5
10	7	1	no	concert	FILLER	FILLER	Zach is a man from the US. How many concerts do you think Zach went to last year?	2	0	5
10	8	1	no	football	FILLER	FILLER	Kyle is a teenager from the US. How many times do you think Kyle had football practice last month?	2	0	10
10	9	1	no	laundry	FILLER	FILLER	Peter is a man from the US. How many loads of laundry do you think Peter washed last month?	4	0	10
10	10	1	no	phone	FILLER	FILLER	Jill is a woman from the US. How many hours do you think Jill spent on her phone last week?	5	0	10
10	11	1	no	speculation4	b	fillers	Amtrak operates trains in the US. How many minutes late was yesterday's 8:30 Amtrak train from NYC to Boston?	10	0	30
10	12	1	no	cook	FILLER	FILLER	Tony is a man from the US. How many meals do you think Tony cooked at home last month?	15	0	30
10	13	1	no	coffee	FILLER	FILLER	Andy is a man from the US. How many cups of coffee do you think Andy drinks per day?	3	0	5
10	14	1	no	wine	FILLER	FILLER	Gilly is a woman from the US. How many glasses of wine do you think Gilly drank last month?	10	0	30
10	15	1	no	orderonline	FILLER	FILLER	Robert is a man from the US. How many times do you think Robert ordered something online last year?	10	0	20
10	43	1	no	correct1	a	fillers	No one knows exactly when the Roman alphabet was first invented. How many letters are in the modern alphabet?	26	26	26
10	17	1	no	dishwasher	FILLER	FILLER	Lily is a woman from the US. How many times do you think Lily ran her dishwasher last month?	10	0	20
10	18	1	no	shoes	FILLER	FILLER	Melanie is a woman from the US. How many pairs of shoes do you think Melanie owns?	10	1	20
10	19	1	no	speculation3	a	fillers	Gina discovered a new band on the internet called 'This will destroy you'. How many albums will she buy?	3	0	2
10	20	1	no	takeout	FILLER	FILLER	Ralph is a man from the US. How many times do you think Ralph ordered take-out last month?	10	0	20
10	21	1	no	calls	FILLER	FILLER	Lisa is a woman from the US. How many phone calls do you think Lisa made last week?	10	0	20
10	22	1	no	birthday	FILLER	FILLER	Samantha is a 14-year-old girl from the US. How many birthday parties do you think Samantha attended last year?	5	0	10
10	23	1	no	plants	FILLER	FILLER	Pauline is a woman from the US. How many house plants do you think Pauline has?	5	0	10
10	24	1	no	chairs	FILLER	FILLER	Rob and Wendy are a couple from the US. How many chairs do you think Rob and Wendy own?	5	0	10
10	25	1	no	class	FILLER	FILLER	Erin is a first grade student in primary school. How many children do you think there are in Erin's class?	20	10	30
10	26	1	no	correct2	b	fillers	Johnny and his brother are looking forward to the holidays. How many days are in Johnny's favorite Christmas carol is 'The ... days of Christmas'?	12	12	12
10	27	1	no	cousin	FILLER	FILLER	Jess is a woman from the US. How many cousins do you think Jess has?	3	0	5
10	28	1	no	car	FILLER	FILLER	Jeff is a man from the US. How many hours do you think Jeff spent in a car last week?	10	0	20
10	29	1	no	colleagues	FILLER	FILLER	Linda is a woman from the US. How many colleagues do you think Linda has?	10	1	30
10	30	1	no	dog	FILLER	FILLER	Hugh is a man from the US. How often do you think he walked his dog last week?	10	0	20
10	31	1	no	tshirts	FILLER	FILLER	Liam is a man from the US. How many T-shirts do you think Liam has?	10	1	30
10	32	1	no	restaurants	FILLER	FILLER	Sarah is a woman from the US. How many restaurants do you think Sarah went to last year?	20	0	50
10	33	1	no	speculation1	a	fillers	Corey and Charlotte are professional tuba players. They were guessing that the tuba is how hold?	10	1	20
10	34	1	no	friends	FILLER	FILLER	Lelia is a woman from the US. How many friends do you think Lelia has?	10	0	50
10	35	1	no	movie	FILLER	FILLER	Nick is a man from the US. How many movies do you think Nick saw last year?	10	0	50
10	36	1	no	beer	FILLER	FILLER	John is a man from the the US. How many beers do you think John drank last month?	10	0	50
10	37	1	no	plane	FILLER	FILLER	Gary is a man from the US. How many flights do you think Gary was on last year?	5	0	20
10	38	1	no	workout	FILLER	FILLER	Jennifer is a woman from the US. How many times do you think Jennifer worked out last month?	15	0	30
10	16	1	no	correct3	a	fillers	My best friend always reminds me to take a break since there aren't infinite hours in the day. How many are there?	24	24	24
10	40	1	no	hair	FILLER	FILLER	Betty is a woman from the US. How many times do you think Betty washed her hair last month?	15	1	30
10	41	1	no	books	FILLER	FILLER	Nathalie is a woman from the US. How many books do you think Nathalie read last year?	10	0	30
10	42	1	no	date	FILLER	FILLER	Trey and Tina are a couple from the US. How many times do you think Trey and Tina hired a babysitter last year?	20	0	50
10	39	1	no	correct4	b	fillers	Everyone eventually has to face challenges and stand on their own feet.  How many feet does a person have?	2	2	2
11	1	0	no	plane	FILLER	FILLER	Gary is a man from the US. How many flights do you think Gary was on last year?	6	2	4
11	2	0	no	wine	FILLER	FILLER	Gilly is a woman from the US. How many glasses of wine do you think Gilly drank last month?	31	5	75
11	3	0	no	birthday	FILLER	FILLER	Samantha is a 14-year-old girl from the US. How many birthday parties do you think Samantha attended last year?	4	1	8
11	4	0	no	candy	FILLER	FILLER	Scott is a 12-year-old from the US. How many candy bars do you think Scott ate last month?	50	15	75
11	5	0	no	orderonline	FILLER	FILLER	Robert is a man from the US. How many times do you think Robert ordered something online last year?	5	2	15
11	25	0	no	correct1	b	fillers	No one knows exactly when the Roman alphabet was first invented. How many letters are in the modern alphabet?	26	26	26
11	7	0	no	dishwasher	FILLER	FILLER	Lily is a woman from the US. How many times do you think Lily ran her dishwasher last month?	31	20	50
11	8	0	no	cards	FILLER	FILLER	Wanda is a woman from the US. How many cards do you think Wanda has in her wallet?	3	1	5
11	9	0	no	friends	FILLER	FILLER	Lelia is a woman from the US. How many friends do you think Lelia has?	15	5	25
11	10	0	no	calls	FILLER	FILLER	Lisa is a woman from the US. How many phone calls do you think Lisa made last week?	25	10	30
11	11	0	no	speculation3	b	fillers	Gina discovered a new band on the internet called 'This will destroy you'. How many albums will she buy?	3	1	8
11	12	0	no	class	FILLER	FILLER	Erin is a first grade student in primary school. How many children do you think there are in Erin's class?	50	15	60
11	13	0	no	vacuum	FILLER	FILLER	Patricia is a woman from the US. How many times do you think Patricia vacuumed last month?	5	2	10
11	14	0	no	coffee	FILLER	FILLER	Andy is a man from the US. How many cups of coffee do you think Andy drinks per day?	5	1	10
11	15	0	no	burger	FILLER	FILLER	Joseph is a man from the US. How many burgers do you think Joseph ate last month?	20	5	30
11	16	0	no	plants	FILLER	FILLER	Pauline is a woman from the US. How many house plants do you think Pauline has?	15	5	25
11	17	0	no	shoes	FILLER	FILLER	Melanie is a woman from the US. How many pairs of shoes do you think Melanie owns?	5	2	15
11	18	0	no	speculation2	a	fillers	Mr Grongitts went to a boring barbecue party again last weekend. Mr Grongitts was very bored. How many days til he attends another one?	15	7	20
11	19	0	no	books	FILLER	FILLER	Nathalie is a woman from the US. How many books do you think Nathalie read last year?	6	2	12
11	20	0	no	concert	FILLER	FILLER	Zach is a man from the US. How many concerts do you think Zach went to last year?	5	2	10
11	21	0	no	dog	FILLER	FILLER	Hugh is a man from the US. How often do you think he walked his dog last week?	5	2	7
11	22	0	no	car	FILLER	FILLER	Jeff is a man from the US. How many hours do you think Jeff spent in a car last week?	10	5	15
11	23	0	no	date	FILLER	FILLER	Trey and Tina are a couple from the US. How many times do you think Trey and Tina hired a babysitter last year?	5	2	9
11	24	0	no	movie	FILLER	FILLER	Nick is a man from the US. How many movies do you think Nick saw last year?	25	10	50
11	34	0	no	correct2	a	fillers	Johnny and his brother are looking forward to the holidays. How many days are in Johnny's favorite Christmas carol is 'The ... days of Christmas'?	5	5	5
11	26	0	no	tshirts	FILLER	FILLER	Liam is a man from the US. How many T-shirts do you think Liam has?	15	5	25
11	27	0	no	takeout	FILLER	FILLER	Ralph is a man from the US. How many times do you think Ralph ordered take-out last month?	10	5	15
11	28	0	no	laundry	FILLER	FILLER	Peter is a man from the US. How many loads of laundry do you think Peter washed last month?	15	5	30
11	29	0	no	speculation4	a	fillers	Amtrak operates trains in the US. How many minutes late was yesterday's 8:30 Amtrak train from NYC to Boston?	10	5	25
11	30	0	no	chairs	FILLER	FILLER	Rob and Wendy are a couple from the US. How many chairs do you think Rob and Wendy own?	10	5	25
11	31	0	no	cousin	FILLER	FILLER	Jess is a woman from the US. How many cousins do you think Jess has?	3	0	5
11	32	0	no	football	FILLER	FILLER	Kyle is a teenager from the US. How many times do you think Kyle had football practice last month?	30	10	30
11	33	0	no	phone	FILLER	FILLER	Jill is a woman from the US. How many hours do you think Jill spent on her phone last week?	30	10	50
11	6	0	no	correct3	b	fillers	My best friend always reminds me to take a break since there aren't infinite hours in the day. How many are there?	24	24	24
11	35	0	no	colleagues	FILLER	FILLER	Linda is a woman from the US. How many colleagues do you think Linda has?	5	2	10
11	36	0	no	keys	FILLER	FILLER	Brendan is a man from the US. How many keys do you think are on Brendan's key chain?	5	3	10
11	37	0	no	cook	FILLER	FILLER	Tony is a man from the US. How many meals do you think Tony cooked at home last month?	6	2	15
11	38	0	no	speculation1	b	fillers	Corey and Charlotte are professional tuba players. They were guessing that the tuba is how hold?	5	1	10
11	39	0	no	restaurants	FILLER	FILLER	Sarah is a woman from the US. How many restaurants do you think Sarah went to last year?	25	5	50
11	40	0	no	beer	FILLER	FILLER	John is a man from the the US. How many beers do you think John drank last month?	31	10	50
11	41	0	no	workout	FILLER	FILLER	Jennifer is a woman from the US. How many times do you think Jennifer worked out last month?	31	10	50
11	42	0	no	hair	FILLER	FILLER	Betty is a woman from the US. How many times do you think Betty washed her hair last month?	30	15	30
11	43	0	no	correct4	a	fillers	Everyone eventually has to face challenges and stand on their own feet.  How many feet does a person have?	2	2	2
12	1	1	no	cousin	FILLER	FILLER	Jess is a woman from the US. How many cousins do you think Jess has?	5	1	12
12	2	1	no	dishwasher	FILLER	FILLER	Lily is a woman from the US. How many times do you think Lily ran her dishwasher last month?	25	12	32
12	3	1	no	orderonline	FILLER	FILLER	Robert is a man from the US. How many times do you think Robert ordered something online last year?	23	9	68
12	4	1	no	speculation3	a	fillers	Gina discovered a new band on the internet called 'This will destroy you'. How many albums will she buy?	2	1	5
12	5	1	no	concert	FILLER	FILLER	Zach is a man from the US. How many concerts do you think Zach went to last year?	5	2	14
12	6	1	no	date	FILLER	FILLER	Trey and Tina are a couple from the US. How many times do you think Trey and Tina hired a babysitter last year?	24	6	54
12	7	1	no	burger	FILLER	FILLER	Joseph is a man from the US. How many burgers do you think Joseph ate last month?	17	4	51
12	8	1	no	correct1	a	fillers	No one knows exactly when the Roman alphabet was first invented. How many letters are in the modern alphabet?	26	24	27
12	9	1	no	coffee	FILLER	FILLER	Andy is a man from the US. How many cups of coffee do you think Andy drinks per day?	2	1	7
12	10	1	no	birthday	FILLER	FILLER	Samantha is a 14-year-old girl from the US. How many birthday parties do you think Samantha attended last year?	7	2	13
12	11	1	no	colleagues	FILLER	FILLER	Linda is a woman from the US. How many colleagues do you think Linda has?	5	1	27
12	12	1	no	speculation1	a	fillers	Corey and Charlotte are professional tuba players. They were guessing that the tuba is how hold?	90	60	197
12	13	1	no	friends	FILLER	FILLER	Lelia is a woman from the US. How many friends do you think Lelia has?	8	1	17
12	14	1	no	chairs	FILLER	FILLER	Rob and Wendy are a couple from the US. How many chairs do you think Rob and Wendy own?	9	2	18
12	15	1	no	calls	FILLER	FILLER	Lisa is a woman from the US. How many phone calls do you think Lisa made last week?	37	14	165
12	16	1	no	phone	FILLER	FILLER	Jill is a woman from the US. How many hours do you think Jill spent on her phone last week?	13	4	29
12	17	1	no	dog	FILLER	FILLER	Hugh is a man from the US. How often do you think he walked his dog last week?	14	7	28
12	18	1	no	football	FILLER	FILLER	Kyle is a teenager from the US. How many times do you think Kyle had football practice last month?	5	2	7
12	19	1	no	correct2	b	fillers	Johnny and his brother are looking forward to the holidays. How many days are in Johnny's favorite Christmas carol is 'The ... days of Christmas'?	12	12	12
12	20	1	no	shoes	FILLER	FILLER	Melanie is a woman from the US. How many pairs of shoes do you think Melanie owns?	26	2	90
12	21	1	no	candy	FILLER	FILLER	Scott is a 12-year-old from the US. How many candy bars do you think Scott ate last month?	9	4	37
12	22	1	no	plane	FILLER	FILLER	Gary is a man from the US. How many flights do you think Gary was on last year?	3	1	28
12	23	1	no	books	FILLER	FILLER	Nathalie is a woman from the US. How many books do you think Nathalie read last year?	8	3	52
12	24	1	no	beer	FILLER	FILLER	John is a man from the the US. How many beers do you think John drank last month?	36	6	79
12	25	1	no	cards	FILLER	FILLER	Wanda is a woman from the US. How many cards do you think Wanda has in her wallet?	7	2	13
12	26	1	no	tshirts	FILLER	FILLER	Liam is a man from the US. How many T-shirts do you think Liam has?	26	12	39
12	27	1	no	hair	FILLER	FILLER	Betty is a woman from the US. How many times do you think Betty washed her hair last month?	28	13	31
12	34	1	no	correct3	a	fillers	My best friend always reminds me to take a break since there aren't infinite hours in the day. How many are there?	24	24	24
12	29	1	no	keys	FILLER	FILLER	Brendan is a man from the US. How many keys do you think are on Brendan's key chain?	6	2	43
12	30	1	no	takeout	FILLER	FILLER	Ralph is a man from the US. How many times do you think Ralph ordered take-out last month?	13	5	31
12	31	1	no	wine	FILLER	FILLER	Gilly is a woman from the US. How many glasses of wine do you think Gilly drank last month?	17	3	38
12	32	1	no	plants	FILLER	FILLER	Pauline is a woman from the US. How many house plants do you think Pauline has?	5	2	23
12	33	1	no	cook	FILLER	FILLER	Tony is a man from the US. How many meals do you think Tony cooked at home last month?	16	5	31
12	28	1	no	correct4	b	fillers	Everyone eventually has to face challenges and stand on their own feet.  How many feet does a person have?	2	2	2
12	35	1	no	movie	FILLER	FILLER	Nick is a man from the US. How many movies do you think Nick saw last year?	15	5	52
12	36	1	no	laundry	FILLER	FILLER	Peter is a man from the US. How many loads of laundry do you think Peter washed last month?	12	6	20
12	37	1	no	workout	FILLER	FILLER	Jennifer is a woman from the US. How many times do you think Jennifer worked out last month?	12	8	30
12	38	1	no	class	FILLER	FILLER	Erin is a first grade student in primary school. How many children do you think there are in Erin's class?	22	10	30
12	39	1	no	speculation4	b	fillers	Amtrak operates trains in the US. How many minutes late was yesterday's 8:30 Amtrak train from NYC to Boston?	4	1	65
12	40	1	no	car	FILLER	FILLER	Jeff is a man from the US. How many hours do you think Jeff spent in a car last week?	6	2	14
12	41	1	no	vacuum	FILLER	FILLER	Patricia is a woman from the US. How many times do you think Patricia vacuumed last month?	7	4	18
12	42	1	no	restaurants	FILLER	FILLER	Sarah is a woman from the US. How many restaurants do you think Sarah went to last year?	37	24	165
12	43	1	no	speculation2	b	fillers	Mr Grongitts went to a boring barbecue party again last weekend. Mr Grongitts was very bored. How many days til he attends another one?	5	1	18
13	1	0	no	plane	FILLER	FILLER	Gary is a man from the US. How many flights do you think Gary was on last year?	1	0	2
13	2	0	no	vacuum	FILLER	FILLER	Patricia is a woman from the US. How many times do you think Patricia vacuumed last month?	4	1	8
