output_id	question_id	listNum	otherLang	itemName	cond	expt	prompt	answer
10	007	1	no	class	announce	inf	Erin is a first grade student in primary school. Erin has an uncle, Josh. Josh announced to me that there are XXX children in Erin's class.	playful
10	008	1	no	correct3	FILLER	FILLER	My best friend always reminds me to take a break. She quotes Roald Dahl that 'a little nonsense now and then, is cherished by the wisest men'. It's true that there are only XXX hours in a day.	24
10	009	1	no	shoes	think	inf	Melanie is a woman from the US. Melanie has a colleague, Bob. Bob thinks that Melanie owns XXX pairs of shoes.	many
10	010	1	no	speculation2	FILLER	FILLER	The Grongitts went to a barbecue party again last weekend. Mr Grongitts was very bored. He decided he would not visit another barbecue party for at least XXX weeks.	52
10	011	1	no	calls	think	inf	Lisa is a woman from the US. Lisa has a friend, Kevin. Kevin thinks that Lisa made XXX phone calls last week.	0
10	012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	013	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	014	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	015	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	017	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	018	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	019	NULL	NULL	NULL	NULL	NULL	NULL	NULL
10	020	NULL	NULL	NULL	NULL	NULL	NULL	NULL
11	001	0	no	speculation1	FILLER	FILLER	Corey and Charlotte are professional tuba players. They recently had a conversation about how old the tuba actually is. They concluded that the tuba is at most XXX years old.	10
11	002	0	no	restaurants	think	inf	Sarah is a woman from the US. Sarah has an acquaintance, Eric. Eric thinks that Sarah went to XXX restaurants last year.	32
11	003	0	no	speculation4	FILLER	FILLER	Amtrak operates trains in the US. The passengers know that delays are common.   Indeed, yesterday's 8:30 Amtrak train from NYC to Boston was XXX minutes late.	15
11	004	0	no	burger	announce	inf	Joseph is a man from the US. Joseph lives next door to Sue. Sue announced to me that Joseph ate XXX burgers last month.	12
11	005	0	no	correct4	FILLER	FILLER	Everyone eventually has to leave home and make their way in the world. You have to face earning a living and doing your own laundry. You have to stand on your own XXX feet.	2
11	006	0	no	movie	think	inf	Nick is a man from the US. Nick went to school with Stephanie. Stephanie thinks that Nick saw XXX movies last year.	14
11	007	0	no	friends	think	inf	Lelia is a woman from the US. Lelia lives around the corner from Brandon. Brandon thinks that Lelia has XXX friends.	8
11	008	0	no	cook	announce	inf	Tony is a man from the US. Nick has a sister, Emily. Emily announced to me that Tony cooked XXX meals at home last month.	22
11	009	0	no	correct3	FILLER	FILLER	My best friend always reminds me to take a break. She quotes Roald Dahl that 'a little nonsense now and then, is cherished by the wisest men'. It's true that there are only XXX hours in a day.	24
11	010	0	no	shoes	announce	inf	Melanie is a woman from the US. Melanie has a colleague, Bob. Bob announced to me that Melanie owns XXX pairs of shoes.	11
11	011	0	no	tshirts	think	inf	Liam is a man from the US. Liam lives down the street from Rebecca. Rebecca thinks that Liam has XXX T-shirts.	17
11	012	0	no	correct2	FILLER	FILLER	Johnny and his brother are looking forward to the holidays. They've made a gingerbread house and decorated the tree. Johnny's favorite Christmas carol is 'The XXX days of Christmas'	12
11	013	0	no	class	think	inf	Erin is a first grade student in primary school. Erin has an uncle, Josh. Josh thinks that there are XXX children in Erin's class.	28
11	014	0	no	facebook	announce	inf	Judith is a woman from the US. Judith has a brother, Bill. Bill announced to me that Judith has XXX Facebook friends.	234
11	015	0	no	speculation3	FILLER	FILLER	Gina discovered a new band on the internet. It's called 'This will destroy you' and she immediately purchased their debut album. As soon as she can afford it she intends to buy XXX more of their albums.	2
11	016	0	no	coffee	think	inf	Andy is a man from the US. Andy has an aunt, Katherine. Katherine thinks that Andy drank XXX cups of coffee last week.	15
11	017	0	no	speculation2	FILLER	FILLER	The Grongitts went to a barbecue party again last weekend. Mr Grongitts was very bored. He decided he would not visit another barbecue party for at least XXX weeks.	6
11	018	0	no	calls	announce	inf	Lisa is a woman from the US. Lisa has a friend, Kevin. Kevin announced to me that Lisa made XXX phone calls last week.	23
11	019	0	no	correct1	FILLER	FILLER	No one knows exactly when the Roman alphabet was first invented. The letters correspond roughly to spoken sounds but not exactly. There are XXX letters in the modern alphabet.	26
11	020	0	no	hair	announce	inf	Betty is a woman from the US. Betty works at an office with David. David announced to me that Betty washed her hair XXX times last month.	25
12	001	1	no	correct3	FILLER	FILLER	My best friend always reminds me to take a break. She quotes Roald Dahl that 'a little nonsense now and then, is cherished by the wisest men'. It's true that there are only XXX hours in a day.	24
12	002	1	no	shoes	think	inf	Melanie is a woman from the US. Melanie has a colleague, Bob. Bob thinks that Melanie owns XXX pairs of shoes.	10
12	003	1	no	speculation1	FILLER	FILLER	Corey and Charlotte are professional tuba players. They recently had a conversation about how old the tuba actually is. They concluded that the tuba is at most XXX years old.	300
12	004	1	no	restaurants	announce	inf	Sarah is a woman from the US. Sarah has an acquaintance, Eric. Eric announced to me that Sarah went to XXX restaurants last year.	60
12	005	1	no	speculation3	FILLER	FILLER	Gina discovered a new band on the internet. It's called 'This will destroy you' and she immediately purchased their debut album. As soon as she can afford it she intends to buy XXX more of their albums.	2
12	006	1	no	coffee	announce	inf	Andy is a man from the US. Andy has an aunt, Katherine. Katherine announced to me that Andy drank XXX cups of coffee last week.	10
12	007	1	no	tshirts	announce	inf	Liam is a man from the US. Liam lives down the street from Rebecca. Rebecca announced to me that Liam has XXX T-shirts.	40
12	008	1	no	correct2	FILLER	FILLER	Johnny and his brother are looking forward to the holidays. They've made a gingerbread house and decorated the tree. Johnny's favorite Christmas carol is 'The XXX days of Christmas'	12
12	009	1	no	class	announce	inf	Erin is a first grade student in primary school. Erin has an uncle, Josh. Josh announced to me that there are XXX children in Erin's class.	25
12	010	1	no	friends	announce	inf	Lelia is a woman from the US. Lelia lives around the corner from Brandon. Brandon announced to me that Lelia has XXX friends.	30
12	011	1	no	correct4	FILLER	FILLER	Everyone eventually has to leave home and make their way in the world. You have to face earning a living and doing your own laundry. You have to stand on your own XXX feet.	2
12	012	1	no	movie	announce	inf	Nick is a man from the US. Nick went to school with Stephanie. Stephanie announced to me that Nick saw XXX movies last year.	40
12	013	1	no	speculation4	FILLER	FILLER	Amtrak operates trains in the US. The passengers know that delays are common.   Indeed, yesterday's 8:30 Amtrak train from NYC to Boston was XXX minutes late.	90
12	014	1	no	burger	think	inf	Joseph is a man from the US. Joseph lives next door to Sue. Sue thinks that Joseph ate XXX burgers last month.	10
12	015	1	no	correct1	FILLER	FILLER	No one knows exactly when the Roman alphabet was first invented. The letters correspond roughly to spoken sounds but not exactly. There are XXX letters in the modern alphabet.	26
12	016	1	no	hair	think	inf	Betty is a woman from the US. Betty works at an office with David. David thinks that Betty washed her hair XXX times last month.	8
12	017	1	no	cook	think	inf	Tony is a man from the US. Nick has a sister, Emily. Emily thinks that Tony cooked XXX meals at home last month.	10
12	018	1	no	facebook	think	inf	Judith is a woman from the US. Judith has a brother, Bill. Bill thinks that Judith has XXX Facebook friends.	200
12	019	1	no	speculation2	FILLER	FILLER	The Grongitts went to a barbecue party again last weekend. Mr Grongitts was very bored. He decided he would not visit another barbecue party for at least XXX weeks.	4
12	020	1	no	calls	think	inf	Lisa is a woman from the US. Lisa has a friend, Kevin. Kevin thinks that Lisa made XXX phone calls last week.	50
13	001	0	no	speculation2	FILLER	FILLER	The Grongitts went to a barbecue party again last weekend. Mr Grongitts was very bored. He decided he would not visit another barbecue party for at least XXX weeks.	6
13	002	0	no	calls	announce	inf	Lisa is a woman from the US. Lisa has a friend, Kevin. Kevin announced to me that Lisa made XXX phone calls last week.	20
13	003	0	no	speculation4	FILLER	FILLER	Amtrak operates trains in the US. The passengers know that delays are common.   Indeed, yesterday's 8:30 Amtrak train from NYC to Boston was XXX minutes late.	30
13	004	0	no	burger	announce	inf	Joseph is a man from the US. Joseph lives next door to Sue. Sue announced to me that Joseph ate XXX burgers last month.	10
13	005	0	no	speculation3	FILLER	FILLER	Gina discovered a new band on the internet. It's called 'This will destroy you' and she immediately purchased their debut album. As soon as she can afford it she intends to buy XXX more of their albums.	5
13	006	0	no	coffee	think	inf	Andy is a man from the US. Andy has an aunt, Katherine. Katherine thinks that Andy drank XXX cups of coffee last week.	10
13	007	0	no	correct3	FILLER	FILLER	My best friend always reminds me to take a break. She quotes Roald Dahl that 'a little nonsense now and then, is cherished by the wisest men'. It's true that there are only XXX hours in a day.	24
13	008	0	no	shoes	announce	inf	Melanie is a woman from the US. Melanie has a colleague, Bob. Bob announced to me that Melanie owns XXX pairs of shoes.	15
13	009	0	no	speculation1	FILLER	FILLER	Corey and Charlotte are professional tuba players. They recently had a conversation about how old the tuba actually is. They concluded that the tuba is at most XXX years old.	8
13	010	0	no	restaurants	think	inf	Sarah is a woman from the US. Sarah has an acquaintance, Eric. Eric thinks that Sarah went to XXX restaurants last year.	10
13	011	0	no	correct2	FILLER	FILLER	Johnny and his brother are looking forward to the holidays. They've made a gingerbread house and decorated the tree. Johnny's favorite Christmas carol is 'The XXX days of Christmas'	12
13	012	0	no	class	think	inf	Erin is a first grade student in primary school. Erin has an uncle, Josh. Josh thinks that there are XXX children in Erin's class.	25
13	013	0	no	facebook	announce	inf	Judith is a woman from the US. Judith has a brother, Bill. Bill announced to me that Judith has XXX Facebook friends.	500
13	014	0	no	tshirts	think	inf	Liam is a man from the US. Liam lives down the street from Rebecca. Rebecca thinks that Liam has XXX T-shirts.	10
13	015	0	no	correct4	FILLER	FILLER	Everyone eventually has to leave home and make their way in the world. You have to face earning a living and doing your own laundry. You have to stand on your own XXX feet.	2
13	016	0	no	movie	think	inf	Nick is a man from the US. Nick went to school with Stephanie. Stephanie thinks that Nick saw XXX movies last year.	6
13	017	0	no	cook	announce	inf	Tony is a man from the US. Nick has a sister, Emily. Emily announced to me that Tony cooked XXX meals at home last month.	5
13	018	0	no	correct1	FILLER	FILLER	No one knows exactly when the Roman alphabet was first invented. The letters correspond roughly to spoken sounds but not exactly. There are XXX letters in the modern alphabet.	26
13	019	0	no	hair	announce	inf	Betty is a woman from the US. Betty works at an office with David. David announced to me that Betty washed her hair XXX times last month.	3
13	020	0	no	friends	think	inf	Lelia is a woman from the US. Lelia lives around the corner from Brandon. Brandon thinks that Lelia has XXX friends.	4
14	001	1	no	cook	think	inf	Tony is a man from the US. Nick has a sister, Emily. Emily thinks that Tony cooked XXX meals at home last month.	15
14	002	1	no	correct3	FILLER	FILLER	My best friend always reminds me to take a break. She quotes Roald Dahl that 'a little nonsense now and then, is cherished by the wisest men'. It's true that there are only XXX hours in a day.	24
14	003	1	no	shoes	think	inf	Melanie is a woman from the US. Melanie has a colleague, Bob. Bob thinks that Melanie owns XXX pairs of shoes.	10
14	004	1	no	correct4	FILLER	FILLER	Everyone eventually has to leave home and make their way in the world. You have to face earning a living and doing your own laundry. You have to stand on your own XXX feet.	2
14	005	1	no	movie	announce	inf	Nick is a man from the US. Nick went to school with Stephanie. Stephanie announced to me that Nick saw XXX movies last year.	10
14	006	1	no	facebook	think	inf	Judith is a woman from the US. Judith has a brother, Bill. Bill thinks that Judith has XXX Facebook friends.	150
14	007	1	no	speculation1	FILLER	FILLER	Corey and Charlotte are professional tuba players. They recently had a conversation about how old the tuba actually is. They concluded that the tuba is at most XXX years old.	100
14	008	1	no	restaurants	announce	inf	Sarah is a woman from the US. Sarah has an acquaintance, Eric. Eric announced to me that Sarah went to XXX restaurants last year.	20
14	009	1	no	speculation2	FILLER	FILLER	The Grongitts went to a barbecue party again last weekend. Mr Grongitts was very bored. He decided he would not visit another barbecue party for at least XXX weeks.	2
14	010	1	no	calls	think	inf	Lisa is a woman from the US. Lisa has a friend, Kevin. Kevin thinks that Lisa made XXX phone calls last week.	20
14	011	1	no	tshirts	announce	inf	Liam is a man from the US. Liam lives down the street from Rebecca. Rebecca announced to me that Liam has XXX T-shirts.	20
14	012	1	no	speculation3	FILLER	FILLER	Gina discovered a new band on the internet. It's called 'This will destroy you' and she immediately purchased their debut album. As soon as she can afford it she intends to buy XXX more of their albums.	2
14	013	1	no	coffee	announce	inf	Andy is a man from the US. Andy has an aunt, Katherine. Katherine announced to me that Andy drank XXX cups of coffee last week.	35
14	014	1	no	speculation4	FILLER	FILLER	Amtrak operates trains in the US. The passengers know that delays are common.   Indeed, yesterday's 8:30 Amtrak train from NYC to Boston was XXX minutes late.	10
14	015	1	no	burger	think	inf	Joseph is a man from the US. Joseph lives next door to Sue. Sue thinks that Joseph ate XXX burgers last month.	15
14	016	1	no	correct2	FILLER	FILLER	Johnny and his brother are looking forward to the holidays. They've made a gingerbread house and decorated the tree. Johnny's favorite Christmas carol is 'The XXX days of Christmas'	12
14	017	1	no	class	announce	inf	Erin is a first grade student in primary school. Erin has an uncle, Josh. Josh announced to me that there are XXX children in Erin's class.	24
14	018	1	no	friends	announce	inf	Lelia is a woman from the US. Lelia lives around the corner from Brandon. Brandon announced to me that Lelia has XXX friends.	10
14	019	1	no	correct1	FILLER	FILLER	No one knows exactly when the Roman alphabet was first invented. The letters correspond roughly to spoken sounds but not exactly. There are XXX letters in the modern alphabet.	23
14	020	1	no	hair	think	inf	Betty is a woman from the US. Betty works at an office with David. David thinks that Betty washed her hair XXX times last month.	15
15	001	0	no	speculation3	FILLER	FILLER	Gina discovered a new band on the internet. It's called 'This will destroy you' and she immediately purchased their debut album. As soon as she can afford it she intends to buy XXX more of their albums.	4
15	002	0	no	coffee	think	inf	Andy is a man from the US. Andy has an aunt, Katherine. Katherine thinks that Andy drank XXX cups of coffee last week.	7
15	003	0	no	facebook	announce	inf	Judith is a woman from the US. Judith has a brother, Bill. Bill announced to me that Judith has XXX Facebook friends.	250
15	004	0	no	speculation2	FILLER	FILLER	The Grongitts went to a barbecue party again last weekend. Mr Grongitts was very bored. He decided he would not visit another barbecue party for at least XXX weeks.	8
15	005	0	no	calls	announce	inf	Lisa is a woman from the US. Lisa has a friend, Kevin. Kevin announced to me that Lisa made XXX phone calls last week.	4
15	006	0	no	correct2	FILLER	FILLER	Johnny and his brother are looking forward to the holidays. They've made a gingerbread house and decorated the tree. Johnny's favorite Christmas carol is 'The XXX days of Christmas'	12
15	007	0	no	class	think	inf	Erin is a first grade student in primary school. Erin has an uncle, Josh. Josh thinks that there are XXX children in Erin's class.	25
15	008	0	no	friends	think	inf	Lelia is a woman from the US. Lelia lives around the corner from Brandon. Brandon thinks that Lelia has XXX friends.	10
15	009	0	no	speculation1	FILLER	FILLER	Corey and Charlotte are professional tuba players. They recently had a conversation about how old the tuba actually is. They concluded that the tuba is at most XXX years old.	200
15	010	0	no	restaurants	think	inf	Sarah is a woman from the US. Sarah has an acquaintance, Eric. Eric thinks that Sarah went to XXX restaurants last year.	20
15	011	0	no	correct4	FILLER	FILLER	Everyone eventually has to leave home and make their way in the world. You have to face earning a living and doing your own laundry. You have to stand on your own XXX feet.	2
15	012	0	no	movie	think	inf	Nick is a man from the US. Nick went to school with Stephanie. Stephanie thinks that Nick saw XXX movies last year.	30
15	013	0	no	correct3	FILLER	FILLER	My best friend always reminds me to take a break. She quotes Roald Dahl that 'a little nonsense now and then, is cherished by the wisest men'. It's true that there are only XXX hours in a day.	24
15	014	0	no	shoes	announce	inf	Melanie is a woman from the US. Melanie has a colleague, Bob. Bob announced to me that Melanie owns XXX pairs of shoes.	15
15	015	0	no	cook	announce	inf	Tony is a man from the US. Nick has a sister, Emily. Emily announced to me that Tony cooked XXX meals at home last month.	20
15	016	0	no	speculation4	FILLER	FILLER	Amtrak operates trains in the US. The passengers know that delays are common.   Indeed, yesterday's 8:30 Amtrak train from NYC to Boston was XXX minutes late.	45
15	017	0	no	burger	announce	inf	Joseph is a man from the US. Joseph lives next door to Sue. Sue announced to me that Joseph ate XXX burgers last month.	5
15	018	0	no	correct1	FILLER	FILLER	No one knows exactly when the Roman alphabet was first invented. The letters correspond roughly to spoken sounds but not exactly. There are XXX letters in the modern alphabet.	26
15	019	0	no	hair	announce	inf	Betty is a woman from the US. Betty works at an office with David. David announced to me that Betty washed her hair XXX times last month.	30
15	020	0	no	tshirts	think	inf	Liam is a man from the US. Liam lives down the street from Rebecca. Rebecca thinks that Liam has XXX T-shirts.	25
16	001	1	no	cook	think	inf	Tony is a man from the US. Nick has a sister, Emily. Emily thinks that Tony cooked XXX meals at home last month.	12
16	002	1	no	correct1	FILLER	FILLER	No one knows exactly when the Roman alphabet was first invented. The letters correspond roughly to spoken sounds but not exactly. There are XXX letters in the modern alphabet.	30
16	003	1	no	hair	think	inf	Betty is a woman from the US. Betty works at an office with David. David thinks that Betty washed her hair XXX times last month.	5
16	004	1	no	correct3	FILLER	FILLER	My best friend always reminds me to take a break. She quotes Roald Dahl that 'a little nonsense now and then, is cherished by the wisest men'. It's true that there are only XXX hours in a day.	24
16	005	1	no	shoes	think	inf	Melanie is a woman from the US. Melanie has a colleague, Bob. Bob thinks that Melanie owns XXX pairs of shoes.	7
16	006	1	no	correct2	FILLER	FILLER	Johnny and his brother are looking forward to the holidays. They've made a gingerbread house and decorated the tree. Johnny's favorite Christmas carol is 'The XXX days of Christmas'	12
16	007	1	no	class	announce	inf	Erin is a first grade student in primary school. Erin has an uncle, Josh. Josh announced to me that there are XXX children in Erin's class.	18
16	008	1	no	speculation3	FILLER	FILLER	Gina discovered a new band on the internet. It's called 'This will destroy you' and she immediately purchased their debut album. As soon as she can afford it she intends to buy XXX more of their albums.	1
16	009	1	no	coffee	announce	inf	Andy is a man from the US. Andy has an aunt, Katherine. Katherine announced to me that Andy drank XXX cups of coffee last week.	7
16	010	1	no	friends	announce	inf	Lelia is a woman from the US. Lelia lives around the corner from Brandon. Brandon announced to me that Lelia has XXX friends.	0
16	011	1	no	speculation1	FILLER	FILLER	Corey and Charlotte are professional tuba players. They recently had a conversation about how old the tuba actually is. They concluded that the tuba is at most XXX years old.	400
16	012	1	no	restaurants	announce	inf	Sarah is a woman from the US. Sarah has an acquaintance, Eric. Eric announced to me that Sarah went to XXX restaurants last year.	20
16	013	1	no	facebook	think	inf	Judith is a woman from the US. Judith has a brother, Bill. Bill thinks that Judith has XXX Facebook friends.	100
16	014	1	no	tshirts	announce	inf	Liam is a man from the US. Liam lives down the street from Rebecca. Rebecca announced to me that Liam has XXX T-shirts.	10
16	015	1	no	speculation4	FILLER	FILLER	Amtrak operates trains in the US. The passengers know that delays are common.   Indeed, yesterday's 8:30 Amtrak train from NYC to Boston was XXX minutes late.	15
16	016	1	no	burger	think	inf	Joseph is a man from the US. Joseph lives next door to Sue. Sue thinks that Joseph ate XXX burgers last month.	2
16	017	1	no	correct4	FILLER	FILLER	Everyone eventually has to leave home and make their way in the world. You have to face earning a living and doing your own laundry. You have to stand on your own XXX feet.	2
16	018	1	no	movie	announce	inf	Nick is a man from the US. Nick went to school with Stephanie. Stephanie announced to me that Nick saw XXX movies last year.	0
16	019	1	no	speculation2	FILLER	FILLER	The Grongitts went to a barbecue party again last weekend. Mr Grongitts was very bored. He decided he would not visit another barbecue party for at least XXX weeks.	4
16	020	1	no	calls	think	inf	Lisa is a woman from the US. Lisa has a friend, Kevin. Kevin thinks that Lisa made XXX phone calls last week.	0
17	001	0	no	speculation4	FILLER	FILLER	Amtrak operates trains in the US. The passengers know that delays are common.   Indeed, yesterday's 8:30 Amtrak train from NYC to Boston was XXX minutes late.	20
17	002	0	no	burger	announce	inf	Joseph is a man from the US. Joseph lives next door to Sue. Sue announced to me that Joseph ate XXX burgers last month.	20
17	003	0	no	friends	think	inf	Lelia is a woman from the US. Lelia lives around the corner from Brandon. Brandon thinks that Lelia has XXX friends.	5
17	004	0	no	speculation3	FILLER	FILLER	Gina discovered a new band on the internet. It's called 'This will destroy you' and she immediately purchased their debut album. As soon as she can afford it she intends to buy XXX more of their albums.	2
17	005	0	no	coffee	think	inf	Andy is a man from the US. Andy has an aunt, Katherine. Katherine thinks that Andy drank XXX cups of coffee last week.	7
17	006	0	no	tshirts	think	inf	Liam is a man from the US. Liam lives down the street from Rebecca. Rebecca thinks that Liam has XXX T-shirts.	30
17	007	0	no	correct1	FILLER	FILLER	No one knows exactly when the Roman alphabet was first invented. The letters correspond roughly to spoken sounds but not exactly. There are XXX letters in the modern alphabet.	26
17	008	0	no	hair	announce	inf	Betty is a woman from the US. Betty works at an office with David. David announced to me that Betty washed her hair XXX times last month.	10
17	009	0	no	cook	announce	inf	Tony is a man from the US. Nick has a sister, Emily. Emily announced to me that Tony cooked XXX meals at home last month.	15
17	010	0	no	correct4	FILLER	FILLER	Everyone eventually has to leave home and make their way in the world. You have to face earning a living and doing your own laundry. You have to stand on your own XXX feet.	2
17	011	0	no	movie	think	inf	Nick is a man from the US. Nick went to school with Stephanie. Stephanie thinks that Nick saw XXX movies last year.	10
17	012	0	no	correct2	FILLER	FILLER	Johnny and his brother are looking forward to the holidays. They've made a gingerbread house and decorated the tree. Johnny's favorite Christmas carol is 'The XXX days of Christmas'	25
17	013	0	no	class	think	inf	Erin is a first grade student in primary school. Erin has an uncle, Josh. Josh thinks that there are XXX children in Erin's class.	30
17	014	0	no	speculation2	FILLER	FILLER	The Grongitts went to a barbecue party again last weekend. Mr Grongitts was very bored. He decided he would not visit another barbecue party for at least XXX weeks.	12
17	015	0	no	calls	announce	inf	Lisa is a woman from the US. Lisa has a friend, Kevin. Kevin announced to me that Lisa made XXX phone calls last week.	2
17	016	0	no	correct3	FILLER	FILLER	My best friend always reminds me to take a break. She quotes Roald Dahl that 'a little nonsense now and then, is cherished by the wisest men'. It's true that there are only XXX hours in a day.	24
17	017	0	no	shoes	announce	inf	Melanie is a woman from the US. Melanie has a colleague, Bob. Bob announced to me that Melanie owns XXX pairs of shoes.	6
17	018	0	no	facebook	announce	inf	Judith is a woman from the US. Judith has a brother, Bill. Bill announced to me that Judith has XXX Facebook friends.	25
17	019	0	no	speculation1	FILLER	FILLER	Corey and Charlotte are professional tuba players. They recently had a conversation about how old the tuba actually is. They concluded that the tuba is at most XXX years old.	10
17	020	0	no	restaurants	think	inf	Sarah is a woman from the US. Sarah has an acquaintance, Eric. Eric thinks that Sarah went to XXX restaurants last year.	15
18	001	0	yes	correct3	FILLER	FILLER	My best friend always reminds me to take a break. She quotes Roald Dahl that 'a little nonsense now and then, is cherished by the wisest men'. It's true that there are only XXX hours in a day.	24
18	002	0	yes	shoes	announce	inf	Melanie is a woman from the US. Melanie has a colleague, Bob. Bob announced to me that Melanie owns XXX pairs of shoes.	5
18	003	0	yes	speculation2	FILLER	FILLER	The Grongitts went to a barbecue party again last weekend. Mr Grongitts was very bored. He decided he would not visit another barbecue party for at least XXX weeks.	4
18	004	0	yes	calls	announce	inf	Lisa is a woman from the US. Lisa has a friend, Kevin. Kevin announced to me that Lisa made XXX phone calls last week.	10
18	005	0	yes	facebook	announce	inf	Judith is a woman from the US. Judith has a brother, Bill. Bill announced to me that Judith has XXX Facebook friends.	150
18	006	0	yes	correct1	FILLER	FILLER	No one knows exactly when the Roman alphabet was first invented. The letters correspond roughly to spoken sounds but not exactly. There are XXX letters in the modern alphabet.	24
18	007	0	yes	hair	announce	inf	Betty is a woman from the US. Betty works at an office with David. David announced to me that Betty washed her hair XXX times last month.	12
18	008	0	yes	speculation4	FILLER	FILLER	Amtrak operates trains in the US. The passengers know that delays are common.   Indeed, yesterday's 8:30 Amtrak train from NYC to Boston was XXX minutes late.	30
18	009	0	yes	burger	announce	inf	Joseph is a man from the US. Joseph lives next door to Sue. Sue announced to me that Joseph ate XXX burgers last month.	7
18	010	0	yes	speculation1	FILLER	FILLER	Corey and Charlotte are professional tuba players. They recently had a conversation about how old the tuba actually is. They concluded that the tuba is at most XXX years old.	200
18	011	0	yes	restaurants	think	inf	Sarah is a woman from the US. Sarah has an acquaintance, Eric. Eric thinks that Sarah went to XXX restaurants last year.	30
18	012	0	yes	tshirts	think	inf	Liam is a man from the US. Liam lives down the street from Rebecca. Rebecca thinks that Liam has XXX T-shirts.	12
18	013	0	yes	speculation3	FILLER	FILLER	Gina discovered a new band on the internet. It's called 'This will destroy you' and she immediately purchased their debut album. As soon as she can afford it she intends to buy XXX more of their albums.	2
18	014	0	yes	coffee	think	inf	Andy is a man from the US. Andy has an aunt, Katherine. Katherine thinks that Andy drank XXX cups of coffee last week.	10
18	015	0	yes	correct2	FILLER	FILLER	Johnny and his brother are looking forward to the holidays. They've made a gingerbread house and decorated the tree. Johnny's favorite Christmas carol is 'The XXX days of Christmas'	12
18	016	0	yes	class	think	inf	Erin is a first grade student in primary school. Erin has an uncle, Josh. Josh thinks that there are XXX children in Erin's class.	28
18	017	0	yes	cook	announce	inf	Tony is a man from the US. Nick has a sister, Emily. Emily announced to me that Tony cooked XXX meals at home last month.	15
18	018	0	yes	friends	think	inf	Lelia is a woman from the US. Lelia lives around the corner from Brandon. Brandon thinks that Lelia has XXX friends.	25
18	019	0	yes	correct4	FILLER	FILLER	Everyone eventually has to leave home and make their way in the world. You have to face earning a living and doing your own laundry. You have to stand on your own XXX feet.	2
18	020	0	yes	movie	think	inf	Nick is a man from the US. Nick went to school with Stephanie. Stephanie thinks that Nick saw XXX movies last year.	10
19	001	1	no	correct2	FILLER	FILLER	Johnny and his brother are looking forward to the holidays. They've made a gingerbread house and decorated the tree. Johnny's favorite Christmas carol is 'The XXX days of Christmas'	12
19	002	1	no	class	announce	inf	Erin is a first grade student in primary school. Erin has an uncle, Josh. Josh announced to me that there are XXX children in Erin's class.	20
19	003	1	no	tshirts	announce	inf	Liam is a man from the US. Liam lives down the street from Rebecca. Rebecca announced to me that Liam has XXX T-shirts.	4
19	004	1	no	speculation3	FILLER	FILLER	Gina discovered a new band on the internet. It's called 'This will destroy you' and she immediately purchased their debut album. As soon as she can afford it she intends to buy XXX more of their albums.	2
19	005	1	no	coffee	announce	inf	Andy is a man from the US. Andy has an aunt, Katherine. Katherine announced to me that Andy drank XXX cups of coffee last week.	7
19	006	1	no	speculation2	FILLER	FILLER	The Grongitts went to a barbecue party again last weekend. Mr Grongitts was very bored. He decided he would not visit another barbecue party for at least XXX weeks.	2
19	007	1	no	calls	think	inf	Lisa is a woman from the US. Lisa has a friend, Kevin. Kevin thinks that Lisa made XXX phone calls last week.	4
19	008	1	no	friends	announce	inf	Lelia is a woman from the US. Lelia lives around the corner from Brandon. Brandon announced to me that Lelia has XXX friends.	3
19	009	1	no	speculation4	FILLER	FILLER	Amtrak operates trains in the US. The passengers know that delays are common.   Indeed, yesterday's 8:30 Amtrak train from NYC to Boston was XXX minutes late.	10
19	010	1	no	burger	think	inf	Joseph is a man from the US. Joseph lives next door to Sue. Sue thinks that Joseph ate XXX burgers last month.	3
19	011	1	no	facebook	think	inf	Judith is a woman from the US. Judith has a brother, Bill. Bill thinks that Judith has XXX Facebook friends.	200
19	012	1	no	cook	think	inf	Tony is a man from the US. Nick has a sister, Emily. Emily thinks that Tony cooked XXX meals at home last month.	9
19	013	1	no	speculation1	FILLER	FILLER	Corey and Charlotte are professional tuba players. They recently had a conversation about how old the tuba actually is. They concluded that the tuba is at most XXX years old.	56
19	014	1	no	restaurants	announce	inf	Sarah is a woman from the US. Sarah has an acquaintance, Eric. Eric announced to me that Sarah went to XXX restaurants last year.	4
19	015	1	no	correct4	FILLER	FILLER	Everyone eventually has to leave home and make their way in the world. You have to face earning a living and doing your own laundry. You have to stand on your own XXX feet.	2
19	016	1	no	movie	announce	inf	Nick is a man from the US. Nick went to school with Stephanie. Stephanie announced to me that Nick saw XXX movies last year.	5
19	017	1	no	correct1	FILLER	FILLER	No one knows exactly when the Roman alphabet was first invented. The letters correspond roughly to spoken sounds but not exactly. There are XXX letters in the modern alphabet.	26
19	018	1	no	hair	think	inf	Betty is a woman from the US. Betty works at an office with David. David thinks that Betty washed her hair XXX times last month.	31
